,sID,Bigram #,Trial #,Bigram,IKI,string,resp_string
684,178,684,169, 'u' 't',0.056005856953561306,about,about
685,178,685,170,'t' 'h',0.08799915388226509,think,think
686,178,686,170, 'h' 'i',0.18404346611350775,think,think
687,178,687,170, 'i' 'n',0.16791338985785842,think,think
688,178,688,170, 'n' 'k',0.1600578180514276,think,think
689,178,689,171,'f' 'a',0.15999298496171832,faqir,faqir
690,178,690,171, 'a' 'q',0.3438789090141654,faqir,faqir
691,178,691,171, 'q' 'i',0.09613289777189493,faqir,faqir
692,178,692,171, 'i' 'r',0.15194860193878412,faqir,faqir
693,178,693,172,'v' 'a',0.15992863988503814,vanru,vanru
694,178,694,172, 'a' 'n',0.12806389201432467,vanru,vanru
695,178,695,172, 'n' 'r',0.11200367892161012,vanru,vanru
696,178,696,172, 'r' 'u',0.11196621600538492,vanru,vanru
697,178,697,173,'w' 'o',0.08008831273764372,would,would
698,178,698,173, 'o' 'u',0.20002019498497248,would,would
699,178,699,173, 'u' 'l',0.1919663604348898,would,would
700,178,700,173, 'l' 'd',0.023985201958566904,would,would
701,178,701,174,'c' 'o',0.1440083379857242,cooed,cooede
702,178,702,174, 'o' 'o',0.1441010977141559,cooed,cooede
703,178,703,174, 'o' 'e',0.08001924026757479,cooed,cooede
704,178,704,174, 'e' 'd',0.17595800384879112,cooed,cooede
705,178,705,174, 'd' 'e',0.008013320155441761,cooed,cooede
706,178,706,175,'w' 'o',0.08789977012202144,would,would
707,178,707,175, 'o' 'u',0.19200190901756287,would,would
708,178,708,175, 'u' 'l',0.1919968076981604,would,would
709,178,709,175, 'l' 'd',0.06401660526171327,would,would
710,178,710,176,'b' 'e',0.04807234788313508,belly,belly
711,178,711,176, 'e' 'l',0.22399132000282407,belly,belly
712,178,712,176, 'l' 'l',0.14391029998660088,belly,belly
713,178,713,176, 'l' 'y',0.0640782043337822,belly,belly
714,178,714,177,'p' 'u',0.24802348529919982,puppy,puppy
715,178,715,177, 'u' 'p',0.231961608864367,puppy,puppy
716,178,716,177, 'p' 'p',0.12005144311115146,puppy,puppy
717,178,717,177, 'p' 'y',0.08787685073912144,puppy,puppy
718,178,718,178,'f' 'a',0.2640299149788916,faqir,faqir
719,178,719,178, 'a' 'q',0.41595944110304117,faqir,faqir
720,178,720,178, 'q' 'i',0.12001761980354786,faqir,faqir
721,178,721,178, 'i' 'r',0.15205031912773848,faqir,faqir
722,178,722,179,'h' 'e',0.06390877487137914,heond,heond
723,178,723,179, 'e' 'o',0.14406667137518525,heond,heond
724,178,724,179, 'o' 'n',0.17594780959188938,heond,heond
725,178,725,179, 'n' 'd',0.07998114032670856,heond,heond
726,178,726,180,'d' 'r',0.19198786932975054,druze,druze
727,178,727,180, 'r' 'u',0.0801056339405477,druze,druze
728,178,728,180, 'u' 'z',0.17596556479111314,druze,druze
729,178,729,180, 'z' 'e',0.24799760896712542,druze,druze
730,178,730,181,'h' 'a',0.08803727803751826,haole,haole
731,178,731,181, 'a' 'o',0.1519314581528306,haole,haole
732,178,732,181, 'o' 'l',0.1840740847401321,haole,haole
733,178,733,181, 'l' 'e',0.05592926498502493,haole,haole
734,178,734,182,'h' 'e',0.07201807061210275,heond,heond
735,178,735,182, 'e' 'o',0.13599402830004692,heond,heond
736,178,736,182, 'o' 'n',0.19197025382891297,heond,heond
737,178,737,182, 'n' 'd',0.06392126809805632,heond,heond
738,178,738,183,'a' 'b',0.24795597791671753,about,about
739,178,739,183, 'b' 'o',0.07205891609191895,about,about
740,178,740,183, 'o' 'u',0.2080205618403852,about,about
741,178,741,183, 'u' 't',0.055885192938148975,about,about
742,178,742,184,'k' 'r',0.09603962302207947,kremp,kremp
743,178,743,184, 'r' 'e',0.06401551002636552,kremp,kremp
744,178,744,184, 'e' 'm',0.15990606602281332,kremp,kremp
745,178,745,184, 'm' 'p',0.20012440392747521,kremp,kremp
746,178,746,185,'t' 'i',0.0799684189260006,tithe,tithe
747,178,747,185, 'i' 't',0.12804269697517157,tithe,tithe
748,178,748,185, 't' 'h',0.0959525709040463,tithe,tithe
749,178,749,185, 'h' 'e',0.0960086053237319,tithe,tithe
750,178,750,186,'j' 'h',0.0,haole,jhaole
751,178,751,186, 'h' 'a',1.0079880240373313,haole,jhaole
752,178,752,186, 'a' 'o',0.11202664207667112,haole,jhaole
753,178,753,186, 'o' 'l',0.16010548174381256,haole,jhaole
754,178,754,186, 'l' 'e',0.056021399330347776,haole,jhaole
755,178,755,187,'c' 'v',0.00797302182763815,cheer,cvheer
756,178,756,187, 'v' 'h',0.07203597109764814,cheer,cvheer
757,178,757,187, 'h' 'e',0.20004727225750685,cheer,cvheer
758,178,758,187, 'e' 'e',0.15193293197080493,cheer,cvheer
759,178,759,187, 'e' 'r',0.11207892885431647,cheer,cvheer
760,178,760,188,'a' 'b',0.2958795949816704,about,about
761,178,761,188, 'b' 'o',0.08001274708658457,about,about
762,178,762,188, 'o' 'u',0.19205011008307338,about,about
763,178,763,188, 'u' 't',0.06397545570507646,about,about
764,178,764,189,'t' 'h',0.09596667205914855,therm,therm
765,178,765,189, 'h' 'e',0.1439353092573583,therm,therm
766,178,766,189, 'e' 'r',0.11196681670844555,therm,therm
767,178,767,189, 'r' 'm',0.11202941229566932,therm,therm
768,178,768,190,'c' 'h',0.07210899610072374,cheer,cheer
769,178,769,190, 'h' 'e',0.22391120065003633,cheer,cheer
770,178,770,190, 'e' 'e',0.15200015529990196,cheer,cheer
771,178,771,190, 'e' 'r',0.12812760611996055,cheer,cheer
772,178,772,191,'h' 'e',0.20795580791309476,heond,heond
773,178,773,191, 'e' 'o',0.13605612982064486,heond,heond
774,178,774,191, 'o' 'n',0.20801465911790729,heond,heond
775,178,775,191, 'n' 'd',0.07989423489198089,heond,heond
776,178,776,192,'v' 'o',0.11200457671657205,vodka,vodka
777,178,777,192, 'o' 'd',0.21593690430745482,vodka,vodka
778,178,778,192, 'd' 'k',0.2560227708891034,vodka,vodka
779,178,779,192, 'k' 'a',0.08805217081680894,vodka,vodka
780,178,780,193,'t' 'g',0.023918703198432922,theme,tgheme
781,178,781,193, 'g' 'h',0.06403231294825673,theme,tgheme
782,178,782,193, 'h' 'e',0.12003748584538698,theme,tgheme
783,178,783,193, 'e' 'm',0.15203800285235047,theme,tgheme
784,178,784,193, 'm' 'e',0.07193612027913332,theme,tgheme
785,178,785,194,'c' 'h',0.08799152774736285,champ,champ
786,178,786,194, 'h' 'a',0.12799547892063856,champ,champ
787,178,787,194, 'a' 'm',0.11202732101082802,champ,champ
788,178,788,194, 'm' 'p',0.20797916827723384,champ,champ
789,178,789,195,'b' 'e',0.07212130585685372,belly,belly
790,178,790,195, 'e' 'l',0.22394103603437543,belly,belly
791,178,791,195, 'l' 'l',0.12794731324538589,belly,belly
792,178,792,195, 'l' 'y',0.07201068196445704,belly,belly
793,178,793,196,'t' 'h',0.10399465169757605,there,there
794,178,794,196, 'h' 'e',0.11199940834194422,there,there
795,178,795,196, 'e' 'r',0.14393028104677796,there,there
796,178,796,196, 'r' 'e',0.10402911202982068,there,there
